
1,1,1,1,0,1,1,1,0,0.17,75
1,0,1,1,0,1,1,0,1,0.56,83
1,1,1,0,1,1,0,1,0.56,83
1,1,1,0,1,1,1,1,0.72,64
1,1,1,0,1,1,1,1,0.72,64
1,1,1,0,1,1,1,1,0.72,64
1,1,1,0,1,1,0,1,0.72,64
1,0,1,0,1,1,1,1,0.25,60
1,1,1,1,1,0,1,1,0.19,94
1,1,1,1,1,0,1,1,0.19,94
1,1,1,1,1,0,1,0,0.19,94
1,1,1,0,1,1,1,0,0.49,57
1,1,1,1,1,0,1,0,0.19,94
1,1,1,0,1,1,1,0,0.49,57
1,0,1,0,1,1,1,0,0.25,60
1,1,1,1,0,0,0,1,1,61
1,0,1,0,1,1,1,0,0.23,54
2,1,1,0,1,1,1,0,0.56,83
2,1,0,0,0,0,0,0,0.84,79
2,1,1,1,1,1,1,1,100.0,61
2,1,0,1,1,0,1,0,0.82,62
2,1,1,0,1,1,0,0,0.6,83
2,1,0,0,1,1,0,0,0.86,59
2,1,1,1,1,1,1,1,100.0,59
2,1,1,1,1,1,1,1,100.0,59
2,1,0,0,1,1,0,0,0.86,59
2,1,1,1,1,1,1,1,100.0,59
2,1,1,1,1,1,1,1,96.0,78
2,1,1,1,1,1,1,1,100.0,48
2,1,0,0,1,1,0,0,0.77,39
2,1,0,0,1,1,0,0,0.93,83
2,1,1,1,1,1,0,0,0.44,106
2,1,1,0,1,1,0,0,0.85,84
2,1,1,0,1,1,0,0,0.4,106
2,1,1,1,1,1,1,1,100.0,56
2,0,1,0,1,0,0,0,0.17,57
2,1,0,0,1,1,0,0,0.47,57
2,0,1,0,1,0,0,0,0.17,57
2,1,1,0,1,0,0,0,0.44,56
2,1,1,0,1,1,0,0,0.46,56
2,1,1,0,1,0,0,0,0.41,55
2,1,1,0,1,0,0,0,0.45,56
2,1,1,1,1,1,1,1,99.0,55
2,1,1,1,1,1,1,1,99.0,56
2,1,1,1,1,1,1,1,99.0,56
2,1,1,1,1,1,1,1,99.0,56
2,1,1,1,1,1,1,1,99.0,56
2,1,1,0,1,1,0,0,0.85,84
2,1,1,0,1,1,0,0,0.4,106
2,0,1,0,1,0,0,0,0.17,57
2,1,0,0,1,1,0,0,0.47,57
2,1,1,0,1,0,0,0,0.44,56
2,1,1,0,1,1,0,0,0.46,56
2,1,1,0,1,0,0,0,0.41,55
2,1,1,0,1,0,0,0,0.45,56
2,1,1,0,1,1,1,0,0.5,57
2,1,0,0,1,1,0,0,0.9,86
2,1,1,0,1,1,0,0,0.36,106
2,0,1,0,1,0,0,0,0.2,57
2,1,1,0,1,1,1,0,0.5,57
2,1,1,0,1,1,0,0,0.58,57
2,1,1,0,1,0,0,0,0.57,57
2,1,1,0,1,0,1,0,0.57,57
2,1,1,0,1,0,1,0,0.57,57
2,1,0,0,1,1,0,0,0.9,86
2,1,0,0,1,1,0,0,0.9,86
2,1,1,1,1,1,1,1,99.0,56
2,1,1,1,1,1,1,1,99.0,57
2,1,1,1,1,1,1,1,99.0,57
2,1,1,0,1,1,0,0,0.36,106
2,0,1,0,1,0,0,0,0.2,57
2,1,1,0,1,1,1,0,0.5,57
2,1,1,1,1,1,1,1,99.0,56
2,1,1,1,1,1,1,1,98.0,40
2,1,1,1,1,1,1,1,89.0,40
2,1,1,1,1,1,1,1,96.0,40
